,listing_id,id,date,reviewer_id,reviewer_name,comments,scores
12,5731498,37146146,2015-07-05,4397982,Natalia,"The apartment is located in the best imaginable spot in Athens - on a walking street in Plaka walking distance to several subway stops (Acropolis Museum is the closest - 3 min away).  It has a large beautiful yard as well.  The street stays lively during the day, but it has good windows and with the fan on, one can rest during the day. It is quiet at night. The apartment was clean and had all the modern conveniences.  It has air-conditioning in the living room and one bedroom and a fen in each.  One can leave the door of the 2nd bedroom open for air.  The only major downside is that the bathroom is outdated and small, but the location and size compensate for it.  The host was also very responsive to all communication and our needs! ",5
13,5731498,37626151,2015-07-08,40967,Erica,"George was one of the most efficient hosts I have ever encountered, and the flat in Plaka was hands-down the most beautiful apartment I saw in Athens (or practically anywhere), with huge windows and high ceilings that stream in the sun. The place was sparkling clean when we arrived, check-in was easy, and the location just could not be beat. George was super prompt with answering any questions or responding to any of our problems (even when we stupidly locked ourselves out of the house, George came to our rescue immediately!). One of the most professional and courteous Airbnb experiences I have ever had, and one of the loveliest Airbnb flats I have ever had the privilege to stay in! Thanks again~",5
14,5731498,37754282,2015-07-10,34061966,Katie,"Location was excellent, just a couple blocks from the grande promenade and the Temple of Zeus. Apartment was clean and easy to get to.",5
15,5731498,38432199,2015-07-15,37003377,Long,"We didn't meet George but the driver check us into the apartment.  We dropped the luggage there and came back after the maid cleaned the apartment. Very nice apartment and perfect location next to Acropolis, metro, Plaka street, cool AC in living room and one bedroom. George also helped to arrange a private half day tour to Sounion and transfer back to airport. Make sure good  correspondence with George and his office upfront.  Recommended Appartment and service.",5
16,1108690,4616454,2013-05-15,6108106,Lily,"Just came back from a wonderful trip to Athens :)

The studio could not have been better located: it is in the middle of everything! Yet, I enjoyed quiet and silence when I was there: to me, it is priceless.

The place is just as described and seen in the pictures. It is therefore quite simple, but it has all the basics needed if you're just looking for a place to sleep and rest. When I arrived, everything was clean and neat and Leonidas left a plate of fruits as a welcoming gift.

Leonidas is a very kind host who made everything easy. He was waiting for me at the metro station and gave me tips. When the wifi didn't work, without even asking, he gave me a partial refund.
I only regret not to have been able to attend his concert!

Positive: the location, the host, the silence, the price.
Negative: don't expect to cook or entertain people. Only bare necessities are available. However, it is a very good for value  place!

Overall: would definitely come back :) Thank you for everything!


",5
17,1108690,4693013,2013-05-20,3579072,Aimee,"Stayed for the weekend... perfect location! Close to everything... Acropolis and Parthenon within walking distance, some good restaurants on the same street and nearby.  Leon was a very good host and the studio was very clean and comfortable! Highly recommended!",5
18,1108690,4912921,2013-06-01,3270462,Michael,"Great location, good space, very nice host and great value!",5
19,1108690,5008305,2013-06-07,6002893,Eileen,"Leonidas was very helpful and friendly. He met us at the apartment and gave us advice as to how to find  different areas. What a great location - right next to the Acropolis!   Many wonderful places to eat near by.
",5
20,1108690,5046380,2013-06-09,4962335,Ryan,"Perfect location, clean apartment and friendly host! Would recommend ",5
21,1108690,5073154,2013-06-10,2504555,Eleonore,"The apartment is an oasis of quiet conveniently located in the center. Leonidas is a thoughtful and friendly host.
Great experience and value.",5
22,1108690,5087730,2013-06-11,5068583,Esther,A lovely studio apartment right behind the new acropolis museum. It's a great place to stay at if you're looking for a place where you can do your sightseeing at the acropolis all day. Not to mention that the acropolis station is one stop away from the Symtanga square which makes it very convenient. Coming from the airport was hassle free! Leonidas was a great host too! :) ,5
23,1108690,5215401,2013-06-18,3679396,Cécile,"Good spot to visit the acropolis and Athens ( near subway, easy to go to the airport). Leonidas is friendly and helpful.
The place to stay !",5
24,1108690,5301921,2013-06-23,5660042,Tammy,"Convenient little flat in a great location!  Very kind, friendly host.  Only negative was confusion about check-in and dates but answered my call and was at the flat with keys in 10 minutes so no big deal.  Highly recommend!",5
25,1108690,5399773,2013-06-28,6351267,Saphia,"Nous avons passés une nuit chez leonidas. Bien que nous soyons arrivés en avance, il était la pour nous accueillir . Le studio etait simple mais propre et comfortable. Point important, le studio est très proche du metro acropolis (pratique pour rejoindre l aeroport ) , de l'acropole et des restos , dans un quartier tranquille. Enfin, Leonidas est une personne charmante et disponible. Bref, a recommander! Merci encore Leonidas",5
26,1108690,5512604,2013-07-03,4248460,Christopher,Nice little place next to the Acropolis museum. Very close to subway station and many interesting (tourist) spots.,5
27,1108690,5551806,2013-07-05,4524561,Christine,"Leonidas is a wonderful host, and the apartment is just perfect for a few days in Athens - centrally located (next to the Akropolis and a delicious family-run restaurant), yet really quiet and cozy. We really enjoyed our stay. Thank you, Leonidas!",5
28,1108690,5566993,2013-07-06,5594057,Molly,Leonidas's apartment is well aituated for visiting the Acropolis (right next door to the Acropolis Museum).  Excellent restaurants nearby. It is simply furnished and had everything we needed.,5
29,1108690,5610661,2013-07-08,3306430,André,Perfect location and a great host. I can definitely recommend Leonidas appartment ,5
30,1108690,5783055,2013-07-16,6135302,Rachael,"I want to give a 4 1/2 star rating, this place is great for a few nights in Athens. It has all of the essentials, bed, bath room and a superb location. Leon is great, he met us at the door, helped with any information we wanted about the city and even had a few pieces of fruit for us. he gave us a heads up as well about an all publc transit shut down which luckily we were leaving Athens the day before. This flat is good for two people. The BEST location I have been for the price, only a few blocks from the main Acropoli metro stop which means right in the heart of old Athens (Acropolis, museum, Plaka and shopping district). The 1/2 star off is because of the futon bed which is not the most comfortable. I would highly recommend this flat and Athens!!",5
31,1108690,5837814,2013-07-18,3611232,New,The apartment is located in a prime location. The neighborhood is safe at all times (day and night). All major tourist sites and restaurants are within a short walking distance from the apartment. The apartment is clean and very basic. The Internet works well. Be aware that there is no AC (I don't use one anyway) also note that the futon mattress is not so comfortable to sleep on. If the mattress was different I would give it a 10 out of 10. The host is attentive and wonderful.,5
32,1108690,5955238,2013-07-23,6990639,Greg,"This a great little apartment! It is right directly across the street from the Acropolis Museum - you couldn't get any closer.
You can cook your own food or try one of the many nearby restaurants. It is a perfect base from which to explore central Athens. ",5
33,1108690,5969621,2013-07-24,4249624,Catrin & Sebastian,"Great location for exploring all parts of Athens. Leonidas place could not be more central.The flat is just off to the Acropolis museum.The apartment itself is pretty basic, but it´s the perfect place for short stays. Besides the futon bed ( nothing for old bones and backs ;-)) I would highly recommend the appartment.  Leonidas is a very friendly and nice guy and easy to talk to. Thank you very much!",5
34,1108690,5994695,2013-07-25,1165452,Julie,Leonidas was the perfect host. His abode is simple and that was perfect for us. He is one of the freindliest and down to earth men in Athens and is also a very well travelled one so he understands the ways and needs of fellow travellers which is to make them feel at home and he did just that. I'm sure we will see him again.,5
35,1108690,6050143,2013-07-28,4554085,Johanna,"Leon is a fantastic host, who is very concerned about the guest's comfort. The apartment is in an amazing location, and is extremely convient to the Acropolis metro, to tourist attractions, and to cafes and shops. I found the bed perfectly comfortable. It was a great pied-a-terre for me in Athens!",5
36,1108690,6117839,2013-07-30,5210284,John,Great place. Simple but very clean and practical studio right next to the Acropolis Museum. Ideal location. Leonidas is a really nice guy and the check in was very smooth. Recommended. ,5
37,1108690,6204833,2013-08-03,7610785,Stephanie,Leon was very friendly and hospitable. The place was in a great location and was just as described. ,5
38,1108690,6249779,2013-08-05,6810990,Simone,"This stay again with Leonidas was very nice. I had the possibility to check in a little bit earlyer. That was very nice. 
Leonidas is an friendy and helpful host. ",5
39,1108690,6304807,2013-08-07,7086094,Lena,"Leonidas is a very nice host, always quick to react to questions and interested in discussions. The apartment is simple but perfectly clean and in an amazing area in athens - check out the bakery nearby (best blueberry-muffins ever) and the openair cinema thision. Thanks for everything leonidas!",5
40,1108690,6412857,2013-08-11,615622,Philip,Thanks! Great location and value! ,5
41,1108690,6437970,2013-08-12,3196507,Aurore,Lovely flat just near the Acropolis Museum and Leonidas is very pleasant!,5
42,1108690,6488270,2013-08-14,7105080,Lea,Very good location! simple but practical. ,4
43,1108690,6512919,2013-08-15,697401,Nick,"Athens was amazing and I had a great time at Leonidas flat. Definitely recommend it for a young couple or single traveling to Athens to see the major sites. Close to everything. I walked to the Acropolis (amazing), the museum, the Temple of Zeus and other cool places. You'll have a great stay. ",5
44,1108690,6532022,2013-08-16,6706665,Michael,"Leonidas' place was excellent for the price and location.  We walked all over Athens from that location.  The room is plain but clean and (as I've already noted) well located.  Leonidas was also really helpful, responsive and friendly.  We acidentally left a bag at the place after we left and he very kindly made sure we got it back before we returned home.  Great experience!  I would absolutely recommend this for a budget traveler.",5
45,1108690,6707785,2013-08-22,3774416,Charlotte,"In terms of locations, you could not ask for a better place in Athens. It is literally a stones throw away from the New Acropolis Museum. Located in an incredibly safe and quiet neighborhood, it is within walking distance of the subway, the Acropolis, and the Plaka area. Another great convenience is a Hop On, Hop Off stop across the street, as well as a fantastic restaurant next door. The flat has newly installed ac that made for much needed relief from the heat. And the apartment itself is the perfect size for 1-2 travelers. Leonidas was a gracious host, and incredibly accommodating to all of our needs. We would not hesitate to stay with him again.",5
46,1108690,6772868,2013-08-24,2449333,Alex,"Organized, gently, and generous. A very good host, in a very good district. Definitely recommended!",5
47,1108690,6822298,2013-08-26,4972178,Alice,"Correspond exactement à la description: fonctionnel, très simple et tout proche de l'acropole. Parfait pour un jour ou deux, peut-être moins adapté pour un séjour plus long !
Tres bon accueil de Léonidas, bonne réactivité !",2
48,1108690,6887350,2013-08-28,1739742,Stephan,"I only wish we had booked two nights instead of one, you cant find a better place for the location at a better price than this apartment, step out your door and around the corner are shops and restaurants. The acropolis is so close and the apartment itself is clean and spacious. Id stay here again in a second. Leon is a great host and was profession and punctual when meeting up to show us the place, thanks leon! And for anyone looking for a place, look no further!",5
49,1108690,6897470,2013-08-29,7844873,Milena,"Leon, we had a great stay a your little Apartment. Everything was fine, clean and tidy. Thanks a lot! Milena and Vincent",5
50,1108690,7001089,2013-09-02,5345902,Catherine,"Leon is a very nice person, very welcoming.

The apartement is very clean, very simply and extremly well located

Great experience",5
51,1108690,7073858,2013-09-05,2055695,Jared,"The apartment was absolutely perfect for us. It's literally directly across the street from the Acropolis Museum (one of the best museums I've ever visted) and a 5-10 minute walk from one of the entrances to the Acropolis itself. Also a 2 minute walk from the subway. For those with lots of luggage, there are only a few stairs to climb. We were there on a 24-hour-ish hour layover. Flight got in late but Leon nicely met us at the apartment as promised. The proximity to the Acropolis also allowed us to do other things in Athen that we might now have had time to explore otherwise: like the cool area around the garment district and the plaka. Really enjoyable stay and highly recommended for anyone who wants to be literally steps from the acropolis without a high pricetag. Thanks much! ",5
52,1108690,7088359,2013-09-06,2064158,Carmen,Small and clean Apartment right in the Heart of Athens. We stayed here for one night before we went to the islands and it was fantastic! Akropolis and bars are very close... Everything in walking distance. Leonidas was very kind! Thanx a lot! This was a perfect start for our holidays! ,5
53,1108690,7465228,2013-09-21,599727,Benjamin,"A comfortable apartment in front of the Acropolis Museum, at 5 minutes of the Acropolis entrance and surrounded by a few typical restaurants (an excellent one at 10 metres of the apartment!)
The host is really great and allowed us to an early check in.
We could not have found a more convenient place I guess and at a real fair price!
",5
54,1108690,7490528,2013-09-22,7535144,Shirley,"leon is a really nice host，we arrived quite late because the flight was delayed，and made him waiting for so long，but he say nothing about this，and give us a warm welcome.
the apartment is located very close to the acropolis museum，we enjoyed staying there a lot！",5
55,1108690,7554165,2013-09-24,8091679,Jean,"Very Good place for visiting the Acropole, the muséum and Plaka. The host is Kind, friendly & ponctual. Thank you.",5
56,1108690,7628145,2013-09-27,1631954,Adele & David,"Great location, walking distance to all the main sights and a few mins walk to the metro!
Delicious homemade authentic Greek food at To Kati Anno, a minute down the road!
The apartment was simple, clean and comfortable, but the kitchen could do with a fridge.",5
57,1108690,8080555,2013-10-15,4190705,George,"I said in apartment opposite Acropolis Museum (great price and location). BUT sofa bed VERY uncomfortable (and no good for two), bathroom needs improvement and kitchen lacks basic equipment.

Leon was friendly and came with much-needed extra towels. 

Location, wifi and hot water excellent. BUT it was more comfortable on the floor than on the sofa bed.",5
58,1108690,8119857,2013-10-16,7582762,Markus,"Great appartment! I had a wonderful stay in Ektoras' and Leon's place. Everthings worked out just fine and Leon was taking care that i felt at home. He put in a new bed and an extra sofa, which made the place even more comfortable. When the bed was delivered he kept me updated about when he needed to enter the apartment so that i wouldn't be disturbed. I absolutely recommend the place and think you can't find anything better in such a perfect location!",5
59,1108690,8162859,2013-10-18,896925,Aliki,"Very minimalist studio apartment, has what you need for short stay and is close to Acropolis, in good neighborhood, no problem walking at night.  Leon was nice, though only saw him for few seconds.  ",4
60,1108690,8281051,2013-10-23,3683085,Jessica,"we enjoyed our stay in this cute studio - it has everything, bathroom, kitchen, couch, and a NEW bed. Ah did I mention this place is across the street from the museum?!",5
61,1108690,8412554,2013-10-29,9222200,Marie,"Very uncomplicated stay, we had everything we needed and were in the city center, around the corner from the Acropolis.
There is not really a nice view from the window and the apartment is small, but for two nights it was really nothing to complain about.",4
62,1108690,8532341,2013-11-04,4689260,Myriam,"Tiene todo lo que necesitas para unos días en Atenas. Una gran localización, junto a Plaka y a 50m de la Acrópolis.
León fue muy simpático y nos dejó todo lo necesario para nuestra estancia. 
Buena relación calidad/precio, (solo le falta un poco de ventilación/luz a la habitación)",3
63,1108690,8669992,2013-11-11,7639093,Dimitar,"Ektoras & Lion were great hosts, apartment was exactly  how it was described.
Thank you ",5
64,1108690,8733054,2013-11-14,6453294,John,"Excellent stay!  Leon was very helpful getting us settled in even though we were running a bit late to meet him, and everything was exactly as we expected.  Location was perfect, with an extremely easy walk to the Acropolis and the metro line.  Definitely a great value.",5
65,1108690,8860188,2013-11-22,1116989,Darryl,"The perfect place to stay in Athens - affordable, well located, very clean and with a great host! Highly recommended.  ",5
66,1108690,8929943,2013-11-26,6420530,Evelina,"It was a very nice experience. Flat is in a great location, easy to find and lovely to stay at. The host was real friendly and helpful. Thank you so very much!",5
67,1108690,9182176,2013-12-11,1654599,Penny,"Excellent place to stay ,so central and within easy reach of cafes,internet cafe,(the flat has its own wi fi)there is even a launderette around the corner plus fresh veg shop and wholefood shop next door,in a very nice position and extremely convenient,only downside for a girl is no hairdryer!!!",5
68,1108690,9293187,2013-12-19,1553033,Rupert,Really good location for site seeing and food. Laundromat close by sports bar. Room is simple but spacious.  Good wifi and kitchenette.  Bathroom a little awkward with hand held shower head over small tub. Hosts were very easy to work with and quick to respond when we asked to stay one more night. All up good value for your money.,5
69,1108690,9466602,2013-12-30,3870015,Alexey,Nice and simple apartment in a perfect location. Ideal for a short stay in Athens,5
70,1108690,9608529,2014-01-03,10423009,Mariella,"Sistemazione molto comoda per la collocazione. La casa e' molto spartana, e quindi non è perfetta per un soggiorno lungo ma va benissimo per uno breve. Il museo e l'acropoli sono proprio di fronte e c'è una trattoria vicinissima che consiglio. ",3
71,1108690,9747295,2014-01-07,10797397,Harjot,"Great studio apartment located near all major attractions in Athens, also very close to Metro station.  Apartment is simple and basic, but the cost and location are unbeatable.  Very friendly host! ",5
72,1108690,9881158,2014-01-16,4507073,Diego,"I spent almost 10 days in Ektoras place.
If you are a tourist you cant ask for a better place...the location make you feel like a Greek god and you are near to everything (touristic places, metro, supermarket) .

The apartment was really clean when I got there and it had almost everything I needed, the kitchen might be a bit basic (as the description say) but is enough for a short stay.

Ektoras is a really nice host, he was always available to answer me my doubts and help me, he even provide me of some kitchen stuff I asked.

I'd definitely go back again and recommend it! ",5
73,1108690,9962515,2014-01-21,9026893,Filipe,Great location. The flat is simple and efficient. I couldn't be in a better place. Leon was super helpful and easy to talk to.,5
74,1108690,10102493,2014-01-31,10867194,Kevin,"Thank you, i had a great journey in Athens. The appartement is very well located. Leon is kind. I wish you a good continuation.",5
75,1108690,10158467,2014-02-03,11250534,Walid,Superb location for an amazing price! The flat is located next to all the major attractions in Athens. The flat had everything you need to make for a great stay and was very clean. This was my first time renting with Airbnb and I will be sure to use it more often. ,5
76,1108690,10180100,2014-02-04,4554085,Johanna,"The apartment is in even better shape than last year! So wonderful to stay so close to the Acropolis. Once again Leon is a great communicator, and made my arrival and departure very easy. Highly recommend!",5
77,1108690,10295667,2014-02-11,4603849,Tim,"My stay at the flat was great, perfect location, clean and tidy! I would stay again. Leon was there to meet with me and showed me the flat. A fridge would be good, but I was seeing friends so had all food in the  lovely tavernas and bars in Plaka and surrounding areas. ",5
78,1108690,10498559,2014-02-22,1951826,Arpan,Very nice location and a nice small flat.,5
79,1108690,10588670,2014-02-26,2513408,Gabor,"The flat has a perfect location for those who want to do touristy things in Athens. It is rather small and simple (a fridge would be useful), but overall it is a super place for the price. Calm, bright and close to everything. And it has a restaurant next door (To Kati Allo) that has the best food in the continent...

Ektoras's friend Leon welcomed me kindly when I arrived and they were flexible when I had problems with closing the window (clumsy me). 

I definitely recommend the place -- perfect for short stays.",5
80,1108690,10778735,2014-03-07,1615292,George,Awesome location and good host!,5
81,1108690,11053586,2014-03-18,9057757,Adriano,"Great location, nice apartment. Walking distance to most of Athens' archeological sites. Very close to public transportation. ",5
82,1108690,11087182,2014-03-19,12375497,Scott,It was ok. Small and not very clean. Very good location but too expensive for what we got,4
83,1108690,11122645,2014-03-21,5415439,Rowenn,Leon's place was very convenient to everything. Too bad I was only there for a night. Communication was followed through. I'd stay here again when I get back in Athens.,1
84,1108690,11354124,2014-03-31,5889746,Chuan,"Leon was very kind and the place was so close to everything. The only thing was the internet, not available during my stay. Overall, great experience!",5
85,1108690,11471473,2014-04-04,7452721,JiaHan,"Very convenient location, literally just a turn away from the Metro station. Very close to the main attractions. The room is spacious and sufficient for a short stay. Overall, we had a satisfactory stay at this place!",5
86,1108690,11643839,2014-04-10,11849895,Alfred,"The location of this apartment is excellent, it is literally 5 minutes from the Acropolis station and very easy to find. 

Leon was nice and helpful with showing us the flat, even though we arrived at the flat quite late (around 10pm). 

The flat itself wasn't very clean, there were a few flying insects which took us a while to capture. However overall I would say it is hygienic and did not cause much discomfort. 

I do think this apartment is worth the price for its location and value. Ektoras and Leon are friendly hosts. ",5
87,1108690,11681589,2014-04-12,810731,Judy & Michael,"Good and responsive host, just steps from the acropolis and acropolis museum. Thanks Ektoras!",5
88,1108690,11760246,2014-04-14,7826462,Adrian,"The perfect place for a few days in Athens.  Central (just around the corner from the wonderful Acropolis Museum) self-contained, and very reasonably priced.  Best local coffee / breakfasts are at the coffee shop on the corner at the top of Makrigianni.",5
89,1108690,11850828,2014-04-16,3589802,Aris,I stayed for one day and it was exactly what I was looking for! Recommended!,4
90,1108690,11891524,2014-04-18,9612023,Chuck," Kate and I enjoyed our stay in the Acropolis museum area. this flat is right next to the museum and close to all the shops and restaurants clean and quiet and made you feel at home. 
Chuck & Kate ",5
91,1108690,12266273,2014-04-28,1716837,Florencia,"The apartment location is great, we walked everywhere. Leon recieved us, but Ektoras was really thoughtful, asking if we where fine a couple of times. The kitchen could have a fridge or a microwave, we didn't use it at all. Great place for a couple of days!",5
92,1108690,12425637,2014-05-02,3073452,Laure,"This place is fantastic! It is literally steps from the Acropolis, the Acropolis Museum, the Metro, restaurants, and more. My flight arrived late but getting the keys was hassle-free. Great hosts and a great place to stay. I highly recommend it. ",5
93,1108690,12479415,2014-05-03,14589377,Alexander,"Lovely apartment,We enjoyed our stay here ",5
94,1108690,12542042,2014-05-05,12941688,Jaron,"Convenient n really good place to stay. A pity we couldn't meet. Help us thank your cousin Leon, he gave us good food recommendations. All the best. ",5
95,1108690,12638225,2014-05-06,6911182,Coline,"The flat was really central, small and simple. it's a good option for short stay. 
Leon and Ektoras were really nice with us. 
",5
96,1108690,12916039,2014-05-14,11884748,Ralph,Great location. Clean and comfy. Kitchen not much  very quiet ,5
97,1108690,13149419,2014-05-20,11337494,Nona,We had a great stay at this flat! It's across the street from the Acropolis museum. We could easily walk around the old city and take the metro for longer distances. Our flight from Crete to Athens was delayed and we didn't have cell phone service but Leon patiently waited for us at the flat until our 11 PM arrival.,4
98,1108690,13301143,2014-05-25,9658656,Guy,"L'appartement est extrêmement bien situé pour visiter Athènes à pied, à proximité du musée de l'Acropole et donc de sa station de métro, tout près aussi d'un mini market. Pour la cuisine, il s'agit juste d'un évier et d'une taque chauffante, rien de vraiment très fonctionnel mais les bons restos ne manquent pas à Athènes. J'ai passé 3 belles journées à Athènes. Merci.",2
99,1108690,13365436,2014-05-26,984354,Angela,"Great Location, nice and clean apartment, friendly welcome and flexible host - everything was fine and I can particularly recommend the place for short stays as it is really central and well-connected to public transport",5
100,1108690,13399336,2014-05-27,10858493,Jason,"The whole process was smooth and very easy to find.  Great location next to restaurants, shops, and services.  We wondered away from the Acropolis Museum to look for more places to eat, but it seems like everything is on one main street very well lit really close to this flat.  Would recommend for anyone wanting a convenient close cheap place to explore Athens.   ",5
101,1108690,13618913,2014-06-01,4984735,Trina,"the little flat was a pleasant stay and very convenient for metro and the acropolis. 
we were provided with bed linens, towels and blankets. note: there is no fridge. 
would stay here again for short no-hassle accommodation. ",4
102,1108690,13879727,2014-06-07,12845781,Madeleine,"Great place, perfect location and very helpful hosts!",5
103,1108690,14387020,2014-06-18,12371902,Piotr,Amazing location! Its walking distance to many tourists attractions.  Place was clean and it did it for us.  All we did is sleep and shower there. As long as you don't any luxury this place is for you.  you can't beat the price and location.  i would recommend this place to my friends. ,5
104,1108690,14676641,2014-06-24,11452655,Marko,"Wonderful location in the city centre! You do not need to use metro, everyhing is in walking distance, 1min to Acropolis museum, 5min to Acropolis entrance, 5min to Plaka etc. Only potential is to include refrigerator in the kitchen. Everyhing was great, apartment is clear value for money! If you don't care about luxury and you need apartment only for sleeping, choose Ektoras! There is no better deal!",5
105,1108690,14738472,2014-06-25,9719707,Kristefer,"Our stay was fine. The apartment is a no frills apartment, just your very basics. I'm. It sure that it is really comfortable sleeping 2 on the bed, we didn't sleep to well. It is fine if you are just looking for a place to crash for a night. It is close to everything you want to see, which is nice. Nice family restaurant, cheap right on the same
Street. ",5
106,1108690,14810028,2014-06-27,10834642,Katie,"We had a lovely stay at the flat! It was the perfect location for the museum and acropolis as well as all the local restaurants and bars. It was nice and quiet as well. The flat is quite basic, but for a day or two it is perfect. Will definitely stay again!",5
107,1108690,14948963,2014-06-30,11951490,Desiree,"We were met at the apartment right when we got there. Our flight was delayed so we were worried we would be too late to get the key, but Leon was waiting for us. He handed the key, gave a quick look over the apt with us and left. He was very nice. The apartment was exactly as described and is in a great location. So close to the Acropolis, Museum, and plaka area. It is also right next door to a great fruit market. The only thing I'd like to see there is a small fridge for breakfast items. Other than that, the place was perfect.",5
108,1108690,15175273,2014-07-04,13563292,Jill,Incredible location right by the Acropolis and all of the amazing restaurants/stores.  Very basic room. Host was available and helpful.  Perfect for our quick overnight stay. ,5
109,1108690,15437267,2014-07-08,10971167,Charles,"Host is Leon, who appeared in a rush to leave as soon as we picked up the key. The apartment indeed is very close to Acropolis museum and there is a delightful, family-run taverna on the same block (To Kati Allo). Granted it's a bare-bones place that is well-situated, but still, 75 or so Euros is a lot of money for the place. The bathroom is small and the shower even smaller. There's barely enough space to crouch and since there is no shower curtain, you end up getting the whole floor wet - which is a bit humiliating. The soap on the sink was industrial and watered down. We didn't use the kitchen, but you wouldn't want to because there only a hotplate. Also, the photo of the Acropolis is a bit misleading given that there is no view. I would only book this place in an extreme last-minute situation, as we did, but even then it gave us the unpleasant feeling that the hosts are going for optimal profit with minimal effort. ",1
110,1108690,15590414,2014-07-12,9593880,Alim,"Awesome! He was very responsive when I had arrived to the location. Simple flat in a very accessible location. Thank you. 
",5
111,1108690,15689545,2014-07-14,9912319,Varun,Ektoras' mom welcomed us to the apartment and showed us around the property. The apartment is in a fantastic location and extremely clean and comfortable. Tons of great bars and restaurants within walking distance and very close to the metro. Would  highly recommend it for anyone looking to stay close to the Acropolis. ,5
112,1108690,15947614,2014-07-19,2113039,Heather,"Amazing location, great apartment, want to stay again at the apartment on my next visit to Athens",5
